BaseId,NameId,Name,ModelCharaId,McType,McModel,McBase,McVariant,Scale
4447,9374,Resistance fighter,480,0,0,0,1,1
4448,3745,Faust,978,2,1007,6,1,1.5
4449,3746,sturm doll,978,2,1007,6,1,1
4450,3747,oppressor,962,3,240,1,1,0.9
4451,3748,oppressor 0.5,1084,3,240,1,2,0.9
4452,3749,alarum,1081,3,187,1,2,1.3
4453,3748,oppressor 0.5,480,0,0,0,1,1
4454,3493,vindthurs,189,3,49,2,2,1.2
4455,3761,king gobtank G-IV,1229,3,189,1,3,1
4456,2667,bomb,670,3,199,1,1,2
4457,4612,hydrocore,671,3,199,3,1,8
4458,3602,espertype magitek vangob G-III,673,3,56,2,1,1
4459,3599,goblin tinkerer,6,2,1004,1,1,1
4460,3600,goblin sharpshooter,6,2,1004,1,1,1
4461,3601,goblin glider,6,2,1004,1,1,1
4464,4408,white rheum,295,3,87,1,4,1
4465,3694,seven-spot ninki nanka,728,3,39,3,1,1.2
4466,3695,seven-spot nanka,729,3,39,4,1,1.2
4467,3570,clearwater nanka,740,3,208,1,1,2
4468,657,thrustaevis,782,3,150,1,2,1
4469,3630,blood dragon,660,3,63,1,4,1
4470,4043,vengeful wadjet,137,3,34,2,2,1
4476,4113,jungle midge cloud,58,3,14,1,1,1
4477,4113,jungle midge cloud,58,3,14,1,1,1
4478,4085,Horde outflyer,224,3,60,1,1,1
4479,3907,amphiptere in waiting,1160,3,267,1,2,0.7
4480,4287,burrowing wamoura,646,3,195,1,1,0.7
4481,3906,shield dragon in waiting,371,3,146,1,1,0.8
4482,4089,hoarfrosted aevis,377,3,150,1,1,1
4483,4078,alert archaeosaur,942,3,233,1,1,0.7
4484,4062,lan'noii Vundu,1101,2,1001,6,1,1.2
4485,4280,dragonfoot hropken,1040,3,49,3,2,1.2
4486,4087,Horde skirmisher captain,231,3,63,1,3,1.4
4487,4076,marked ice dragon,231,3,63,1,3,1
4488,3904,ice dragon in waiting,231,3,63,1,3,1
4489,3617,moss dragon,230,3,63,1,2,1.4
4490,3905,moss dragon in waiting,230,3,63,1,2,1
4491,3905,moss dragon in waiting,230,3,63,1,2,1
4492,4047,wild draught chocobo,1,2,1,1,1,1.2
4493,4073,merdragon,952,3,64,4,1,1.2
4494,3623,dragonet,1190,3,239,1,2,0.7
4495,3623,dragonet,1190,3,239,1,2,0.9
4496,3623,dragonet,1190,3,239,1,2,1.1
4497,4302,great morbol seedling,328,3,111,1,1,2
4498,4279,swarming tarantula hawk,949,3,11,2,1,1.8
4499,4281,mating tarantula hawk,949,3,11,2,1,1.8
4500,4063,e'sanuwa Vundu,1058,3,234,2,2,0.5
4501,4304,mammet #077SH,221,3,59,1,1,1.5
4502,4303,mammet #076SH,223,3,59,1,3,1.5
4503,4072,enforcement droid 208,1089,2,2,2,1,1
4504,4086,Horde skirmisher,224,3,60,1,1,0.8
4505,4295,Rookery master,730,3,183,2,1,1.2
4506,4298,Illuminati bighand,6,2,1004,1,1,1
4507,4299,Illuminati smallhand,6,2,1004,1,1,1
4510,4238,Mogta Mogsong,8,2,1006,1,1,1.5
4511,4239,Ligeia,1305,3,69,1,2,1
4512,4324,unmoving moogle,8,2,1006,1,1,3
4513,4325,malcontent moogle,8,2,1006,1,1,3
4514,4326,matted moogle,8,2,1006,1,1,3
4515,4327,mordacious moogle,8,2,1006,1,1,3
4516,4328,melodramatic moogle,8,2,1006,1,1,3
4517,4329,merry moogle,8,2,1006,1,1,3
4518,4330,one-minded moogle,8,2,1006,1,1,3
4522,4234,sworn shield,480,0,0,0,1,1
4523,3508,Abalathian kite,42,3,7,1,4,1.5
4524,3558,Meracydian dragonet,1191,3,239,1,3,0.9
4525,3751,magitek gobwalker G-VII,1011,3,257,1,1,2.8
4526,3469,down wyvern,659,3,60,1,3,0.6
4527,4350,Alteci,1225,3,238,1,2,1.5
4528,4351,Kreutzet,944,3,233,3,1,1
4529,4352,Gnath cometdrone,832,2,1020,1,1,2
4530,4353,Thextera,1226,3,177,2,2,1.5
4531,4354,Pterygotus,1158,3,215,2,3,1.4
4532,4355,false gigantopithecus,735,3,183,3,1,1.5
4533,4356,Scitalis,952,3,64,4,1,1.8
4534,4357,the Scarecrow,1227,3,233,2,2,1
4535,4358,Squonk,905,3,225,2,1,1.4
4536,4359,Sanu Vali of Dancing Wings,1101,2,1001,6,1,1.7
4537,4360,Lycidas,842,2,1021,1,1,1.3
4538,4361,Omni,1283,1,101,1,1,2.2
4539,4362,Mirka,1219,3,54,5,2,1.7
4540,4363,Lyuba,984,3,246,1,1,1.6
4541,4364,Pylraster,1220,3,233,1,2,1.6
4542,4365,Lord of the Wyverns,1042,3,60,4,1,1.2
4543,4366,Slipkinx Steeljoints,6,2,1004,1,1,4
4544,4367,Stolas,904,3,225,1,1,2.2
4545,4368,Bune,1221,3,49,4,3,1.8
4546,4369,Agathos,1222,3,267,1,3,1.3
4547,4370,Enkelados,985,3,247,1,1,2
4548,4371,Sisiutl,1189,3,234,2,4,1.2
4549,4372,Campacti,1223,3,34,3,2,1.6
4550,4373,stench blossom,1224,3,5,2,4,2.1
4551,4374,kaiser behemoth,166,3,42,2,1,1.8
4552,4375,Senmurv,1214,3,236,1,3,3.8
4553,4376,the Pale Rider,1215,3,237,1,2,2.8
4554,4377,Gandarewa,1216,3,183,2,3,3
4555,4378,Bird of Paradise,1217,3,118,2,3,2.6
4556,4380,Leucrotta,1218,3,17,4,4,3.8
4562,2145,unholy grimoire,541,4,4084,0,1,1
4563,4099,manipulated gaze,233,3,64,1,1,1
4567,2204,spirit pulse,389,3,156,1,1,1
4571,108,,480,0,0,0,1,1
4572,4316,Gnath low patron,832,2,1020,1,1,1
4573,4317,patronguard steeldrone,832,2,1020,1,1,1
4574,4318,patronguard firedrone,832,2,1020,1,1,1
4575,4319,reinforcement steeldrone,832,2,1020,1,1,1
4576,6697,aetherochemical explosive,832,2,1020,1,1,1
4580,3171,medium circle,961,4,7110,0,1,1
4581,3170,shadow bat,99,3,25,1,2,2
4588,3863,arcanima marionette,985,3,247,1,1,1
4596,4255,gruntamulous dindergrabble,913,3,177,2,1,1.4
4603,794,redhorn ogre,187,3,49,1,1,1.2
4604,1849,downy aevis,377,3,150,1,1,1
4605,108,,480,0,0,0,1,1
4609,3660,Ravana,976,3,244,1,1,0.7
4610,3660,Ravana,976,3,244,1,1,0.7
4613,3717,Mighty Mackerel,79,3,20,1,2,1
4614,4029,glowing chimera,197,3,53,1,1,1
4615,4093,lightning sprite,384,3,153,1,4,1
4616,4090,Qiqirn nogbeater,14,2,1012,1,1,1
4617,4335,vuk'gaii Vundu,1101,2,1001,6,1,1.2
4618,4041,sanuwa Gundu,1058,3,234,2,2,0.5
4620,4038,blackblood zu,604,3,60,3,1,0.7
4621,4056,ajattara,231,3,63,1,3,1
4622,3661,moon gana,79,3,20,1,2,1
4623,4029,glowing chimera,197,3,53,1,1,1
4625,4037,lan'loii Gundu,1101,2,1001,6,1,1.2
4626,4039,nat'loii Gundu,1101,2,1001,6,1,1.2
4627,4095,battle-scarred vindthurs,189,3,49,2,2,1.2
4628,108,,480,0,0,0,1,1
4629,3725,fierce wind,478,3,9995,1,2,1
4630,3553,Mark III magitek colossus,253,3,76,1,1,2.5
4631,3669,starkshadow wyvern,1042,3,60,4,1,0.7
4632,4455,alpha yak,659,3,60,1,3,0.7
4641,3171,medium circle,961,4,7110,0,1,1
4642,3170,shadow bat,99,3,25,1,2,2
4643,4256,darkness,848,3,220,1,1,1
4644,4257,dark flame,79,3,20,1,2,10
4651,2204,spirit pulse,389,3,156,1,1,1
4652,4229,shadow spirit pulse,511,3,156,1,5,1.5
4657,4379,soul crystal,510,5,0,0,1,1
4661,4210,black standard,1248,4,9193,0,1,1
4662,4211,crimson standard,1247,4,9191,0,1,1
4668,3697,lower starkshadow skylord,371,3,146,1,1,0.8
4675,4312,bedazzled tulihand,1052,3,140,1,4,1
4676,4582,hunting archaeornis,944,3,233,3,1,0.5
4677,4081,cracked ice sprite,382,3,153,1,2,1
4678,4394,giant codcarrier,11,2,1009,1,1,1
4679,4395,giant rockslave,11,2,1009,1,1,1
4680,4075,longhair yak,951,3,35,3,1,1
4681,4077,alert sankchinni,1045,3,84,3,2,1.5
4682,4077,alert sankchinni,1045,3,84,3,2,1.5
4683,4080,the Mailed Man,121,3,29,1,1,1.5
4684,4074,balanos,106,3,27,1,5,1
4685,4311,bothered bee cloud,60,3,14,1,3,1
4686,4096,fog basilisk,135,3,34,1,1,1.2
4688,4099,manipulated gaze,233,3,64,1,1,1
4689,4081,cracked ice sprite,382,3,153,1,2,1
4691,4083,eroded earth sprite,386,3,153,2,1,1
4692,4084,whispering wind sprite,383,3,153,1,3,1
4693,4119,cragbite peiste,137,3,34,2,2,1
4694,4120,silver axe beak,157,3,40,1,4,1.2
4695,4121,golden axe beak,155,3,40,1,2,1.2
4696,787,giant reader,11,2,1009,1,1,1.2
4712,3875,fire arcanum,480,0,0,0,1,1
4713,3876,water arcanum,480,0,0,0,1,1
4714,3877,wind arcanum,480,0,0,0,1,1
4715,3878,earth arcanum,480,0,0,0,1,1
4716,3879,lightning arcanum,480,0,0,0,1,1
4717,3880,ice arcanum,480,0,0,0,1,1
4718,1724,Gore Horde lancer,3,2,1001,1,1,1.2
4719,4260,Gore Horde thaumaturge,3,2,1001,1,1,1.2
4720,4261,Bloodshower Atabb Chah,3,2,1001,1,1,1.2
4721,4262,Gore Horde battle drake,179,3,46,1,1,1.5
4724,108,,480,0,0,0,1,1
4725,4265,Qiqirn eggcandler,14,2,1012,1,1,1
4726,4266,Qiqirn yolkshaker,14,2,1012,1,1,1
4727,4267,Yoyoroon Softhands,14,2,1012,1,1,2
4734,108,,480,0,0,0,1,1
4750,3773,steam bit,1183,3,12,2,2,1
4751,3959,modish moogle,8,2,1006,1,1,1
4752,3960,Glycon,915,3,49,4,1,1.1
4753,3738,mythrite shell,1040,3,49,3,2,1.6
4754,4577,large bomb incubator,1045,3,84,3,2,5
4755,3957,Abelisk,942,3,233,1,1,1.1
4756,3956,Waugyl,1052,3,140,1,4,3
4757,3955,Cuelebre,371,3,146,1,1,1.4
4758,4412,dragon maiden,782,3,150,1,2,1.4
4759,3949,Galar,231,3,63,1,3,1.2
4760,3953,Minaruja,952,3,64,4,1,1.7
4761,3711,wilde wildebeest,730,3,183,2,1,1.7
4762,4417,Kucedre,660,3,63,1,4,1.5
4763,3950,Mogoosh the Misbehaving,8,2,1006,1,1,1.2
4764,3948,Zenith dragonling,1190,3,239,1,2,1.2
4765,3952,mouthing-off moogle,8,2,1006,1,1,1.2
4770,1400,Topaz Carbuncle,412,3,7002,1,4,1
4777,4313,Amalj'aa liberator,3,2,1001,1,1,1.2
4778,4313,Amalj'aa liberator,3,2,1001,1,1,1.2
4779,4300,Illuminati dirtyhand,6,2,1004,1,1,1
4780,5533,the scorpion's tail,1680,3,1,6,1,1.5
4781,4314,spriggan flametender,108,3,28,1,2,3
4782,4055,vengeful archaeornis,944,3,233,3,1,0.5
4783,4066,invasive miteling,20,3,1,1,1,1
4784,4065,invasive banemite,22,3,1,3,1,2
4785,4051,full-grown loaghtan,183,3,47,1,1,1.5
4786,4315,fire silver coblyn,176,3,45,1,1,1.5
4788,1402,Ifrit-Egi,415,3,7003,1,1,1
4789,3887,Zundu watch,1101,2,1001,6,1,1.2
4790,3892,Vath gate guard,832,2,1020,1,1,1
4793,3965,Dzu-Teh,767,3,54,5,1,2.5
4794,3964,Tarasque,732,3,23,3,1,2.5
4795,3983,Darkscale,1277,3,63,1,8,2.5
4796,3962,groundseater,985,3,247,1,1,4
4797,3946,jangletype magitek vangob G-III,673,3,56,2,1,5
4798,3783,Noctilucale,655,3,5,2,1,3
4799,4455,alpha yak,16,2,1014,1,1,3
4800,3902,marching firedrone,658,3,27,3,1,2
4801,114,ice sprite,382,3,153,1,2,1
4802,3474,upland mylodon,957,3,238,1,1,1
4803,3684,bloodshot deepeye,841,3,88,7,1,1
4804,3488,sleet trap,1035,3,9,1,4,2
4805,3685,melting zoblyn,1039,3,45,1,4,1.5
4806,3470,steinbock,863,3,15,1,2,1
4807,3476,frost grenade,864,3,26,1,5,2
4808,3477,coldwind bateleur,41,3,7,1,3,1.5
4809,3472,bergthurs,189,3,49,2,2,1.2
4810,3682,bony wolf,161,3,41,1,3,1.5
4811,4406,panicked paissa,905,3,225,2,1,0.7
4812,4011,nesting gastornis,1038,3,44,1,4,1.5
4813,3494,gaelicat,827,3,25,2,1,5
4814,3497,obdella,600,3,181,1,1,1.5
4815,3496,conodont,572,3,173,1,3,1
4816,3498,cloudworm,239,3,68,1,2,1
4817,56,water sprite,385,3,153,1,5,1
4818,3481,archaeornis,384,3,153,1,4,1
4819,4012,Idyllshire goblin,6,2,1004,1,1,1
4820,3944,Epaphus,563,3,171,1,1,2
4821,3943,Ruginis,724,3,84,3,1,5
4822,3495,gastornis,6,2,1004,1,1,1
4823,3942,Moundrinx Eightclinks,6,2,1004,1,1,2
4824,3941,Dobharch,1055,3,176,3,2,1.5
4825,3940,Melancholic Moira,146,3,37,1,2,1.5
4826,3939,Dubhe,574,3,176,1,1,1.5
4827,3824,clockwork repurposer,1230,3,8068,1,2,1
4828,3938,Maro Roggo,1211,3,89,1,2,2
4829,3936,Bero Roggo,1075,3,89,1,1,4
4830,3935,oplo opken,834,3,49,3,1,1.6
4831,3934,Habetrot,839,3,219,1,1,2
4834,3882,Ascian of the Twelfth Chalice,547,1,101,1,1,1.2
4838,3886,doomsday comet,629,3,106,1,1,1.2
4839,4192,Rostnsthal the Reborn,1265,1,0,1,1,1
4840,3477,coldwind bateleur,41,3,7,1,3,1.5
4841,3474,upland mylodon,957,3,238,1,1,1
4842,3952,mouthing-off moogle,8,2,1006,1,1,1.2
4843,3659,dragonkiller,1071,3,283,1,1,1
4844,4377,Gandarewa,1182,3,12,1,4,1
4845,3781,aether collector,1237,3,91,1,2,1
4846,3410,rubble,1267,3,274,1,2,1
4847,3410,rubble,1268,3,274,1,3,1
4848,3945,Illuminati revenger,480,0,0,0,1,1
4849,4444,territorial toco toco,480,0,0,0,1,1
4850,3982,Thuban,950,3,34,3,1,1.7
4851,3981,Rastaban,945,3,234,1,1,1.1
4852,3980,Etamin,730,3,183,2,1,1.6
4853,3984,Vedrfolnir,1238,3,60,2,3,2
4854,3984,Vedrfolnir,1238,3,60,2,3,2
4855,3979,wild ratel,1055,3,176,3,2,1
4856,3978,curved-beak cockatrice,175,3,44,1,3,1.5
4857,3975,Peluda,957,3,238,1,1,1.6
4858,3974,yetitrap,1035,3,9,1,4,5
4859,3522,6th Legion imaginifer,777,3,46,3,2,2.5
4860,3973,White Truffle,295,3,87,1,4,3
4861,3972,the Beholder,841,3,88,7,1,3
4862,3971,Tartufo,202,3,55,1,2,2.5
4863,3970,Picolaton,944,3,233,3,1,1.1
4864,3969,Heidrun,863,3,15,1,2,2.25
4867,108,,1070,3,281,1,1,1
4870,538,tempered sylph,480,0,0,0,1,1
4871,4009,Diatryma,1038,3,44,1,4,3
4872,4008,anzu pullet,596,3,180,1,2,2
4873,4006,Apotamkin,905,3,225,2,1,1.2
4874,3971,Tartufo,1101,2,1001,6,1,1.6
4875,4002,two-winged Zundu,1101,2,1001,6,1,1.2
4876,4003,Zundu fugitive,1101,2,1001,6,1,1.2
4878,4000,Oonu Vali,1101,2,1001,6,1,1.6
4879,3999,Kena Vanu,1101,2,1001,6,1,2
4880,3998,lan'laii Kena Vanu,1101,2,1001,6,1,1.3
4881,3997,Skvader,1058,3,234,2,2,0.9
4882,4405,Podarge,727,3,141,2,1,1.7
4883,4404,Akhekhu,955,3,236,1,1,2
4884,4403,Yehl,1155,3,138,1,2,2
4885,3996,bull chocobo,1,2,1,1,1,1.5
4886,3564,wild chocobo,1,2,1,1,1,1
4887,3993,Yowie,1012,3,233,4,1,1.2
4888,3992,Glawackus,913,3,177,2,1,1.5
4889,3990,Vath hunter,832,2,1020,1,1,1
4891,3988,Truthspeaker Huibairten,377,3,150,1,1,1.4
4892,3987,Svarog,224,3,60,1,1,1.4
4893,3986,Migas,728,3,39,3,1,2
4894,3985,bognarious bandersnatch,913,3,177,2,1,1
4897,3882,Ascian of the Twelfth Chalice,547,1,101,1,1,1.2
4898,1402,Ifrit-Egi,415,3,7003,1,1,1
4899,1403,Titan-Egi,416,3,7004,1,1,1
4900,1404,Garuda-Egi,417,3,7005,1,1,1
4901,1402,Ifrit-Egi,415,3,7003,1,1,1
4902,1403,Titan-Egi,416,3,7004,1,1,1
4903,1404,Garuda-Egi,417,3,7005,1,1,1
4904,3882,Ascian of the Twelfth Chalice,539,4,3719,0,1,1
4905,3789,Coeurlregina,1187,3,66,1,2,2.3
4906,3780,Proto Ultima,980,3,99,2,1,1
4907,108,,480,0,0,0,1,1
4908,3780,Proto Ultima,480,0,0,0,1,1
4909,3765,living liquid,1061,3,260,1,1,3.5
4910,3766,liquid limb,1063,3,261,2,1,1.6
4911,3770,gear lubricant,1014,3,87,1,7,1
4912,3769,piston lubricant,1013,3,55,1,14,1.2
4913,3768,hydrate core,1060,3,259,1,1,0.8
4914,3765,living liquid,480,0,0,0,1,1
4915,108,,480,0,0,0,1,1
4916,108,,480,0,0,0,1,1
4917,3660,Ravana,1087,3,244,1,4,0.7
4918,3660,Ravana,1087,3,244,1,4,0.7
4919,3753,Gordian sniper,6,2,1004,1,1,1
4920,3752,Gordian footman,6,2,1004,1,1,1
4921,3758,boomtype magitek gobwalker G-VII,1239,3,257,2,1,2.8
4922,115,wind sprite,383,3,153,1,3,1
4923,3604,Orn kite,1101,2,1001,6,1,1.2
4924,3607,poroggo,832,2,1020,1,1,1
4925,3716,Zaghnal,957,3,238,1,1,1.3
4926,3717,Mighty Mackerel,1055,3,176,3,2,1.3
4927,3718,the Scarlet Lector,660,3,63,1,4,1.2
4928,3719,Xexeu,604,3,60,3,1,0.9
4929,3720,Tcaridyi,570,3,173,1,1,1.3
4930,3679,the Last Yak,951,3,35,3,1,1
4931,3679,the Last Yak,951,3,35,3,1,1
4932,3686,unbound persona,717,2,1014,4,1,1.5
4933,3686,unbound persona,717,2,1014,4,1,1.5
4934,3689,acorn bear,574,3,176,1,1,1
4935,3687,thievish imp,63,3,16,1,1,1.5
4936,3692,lost chocobo,1,2,1,1,1,1
4937,3692,lost chocobo,1,2,1,1,1,1
4938,3701,patina dragon,230,3,63,1,2,1
4939,3709,findertype magitek vangob G-III,673,3,56,2,1,1.5
4940,2838,arch demon,567,3,172,1,1,1.3
4941,3773,steam bit,1183,3,12,2,2,1
4942,3853,glowing empuse,916,3,148,3,1,1
4943,3853,glowing empuse,916,3,148,3,1,1
4944,4341,6th Legion magitek vanguard H-1,213,3,56,1,1,2
4945,4398,dark levin crystal,1290,4,9449,0,1,1
4946,4428,territorial sprite,382,3,153,1,2,1
4947,4429,territorial sprite,386,3,153,2,1,1
4948,4430,territorial sprite,383,3,153,1,3,1
4949,4431,territorial sprite,381,3,153,1,1,1
4950,4432,territorial sprite,384,3,153,1,4,1
4951,4433,territorial steinbock,863,3,15,1,2,1.2
4952,4434,alpha bandersnatch,913,3,177,2,1,1
4953,4435,alpha archaeornis,944,3,233,3,1,0.5
4954,4436,territorial falcon,43,3,7,1,5,1.5
4955,4437,alpha ninki nanka,728,3,39,3,1,1.2
4956,4438,territorial nanka,740,3,208,1,1,2
4957,4439,territorial deepeye,841,3,88,7,1,1
4958,4440,territorial zoblyn,1039,3,45,1,4,1.5
4959,4441,territorial narbrooi,724,3,84,3,1,1.5
4960,4442,territorial sankchinni,1045,3,84,3,2,1.5
4961,4443,alpha tarantula hawk,949,3,11,2,1,1.8
4962,4444,territorial toco toco,1155,3,138,1,2,1
4963,4445,territorial gaelicat,827,3,25,2,1,5
4964,4446,territorial paissa,905,3,225,2,1,0.7
4965,4447,territorial gelato,202,3,55,1,2,1.5
4966,4448,territorial silver wolf,161,3,41,1,3,1.5
4967,4449,beta opken,834,3,49,3,1,1.2
4968,4450,alpha hropken,1040,3,49,3,2,1.2
4969,4451,territorial bifericeras,1053,3,142,1,2,1
4970,4452,beta groundskeeper,1088,3,247,1,2,1.5
4971,4453,alpha groundskeeper,985,3,247,1,1,1.5
4972,4454,territorial spriggan,109,3,28,1,3,2
4973,4455,alpha yak,951,3,35,3,1,1
4974,4456,territorial tiger,575,3,177,1,1,1
4975,4457,territorial miacid,914,3,176,3,1,1
4976,4458,territorial ratel,1055,3,176,3,2,1
4977,4459,territorial sun bear,574,3,176,1,1,1
4978,4460,territorial griffin,955,3,236,1,1,1.25
4979,4461,territorial buzzard,42,3,7,1,4,1.5
4980,4462,alpha tursus,777,3,46,3,2,1
4981,4463,territorial yetitrap,1035,3,9,1,4,2
4982,4464,territorial gallimimus,1073,3,24,1,3,1
4983,4465,alpha archaeosaur,942,3,233,1,1,0.7
4984,4466,alpha vinegaroon,1012,3,233,4,1,0.7
4985,4467,territorial korrigan,1046,3,88,1,2,1
4986,4468,territorial mandragora,297,3,88,1,1,1
4987,4469,alpha ice commander,825,2,1009,9,1,1
4988,4470,territorial frost grenade,864,3,26,1,5,2
4989,4471,territorial wyvern,1042,3,60,4,1,0.7
4990,4472,territorial vouivre,952,3,64,4,1,1.2
4991,4473,territorial amphiptere,1106,3,267,1,1,0.7
4992,4474,territorial sanguiptere,1160,3,267,1,2,0.7
4993,4475,territorial harpeia,727,3,141,2,1,1
4994,4476,alpha anzu,604,3,60,3,1,0.7
4995,4477,alpha endymion,794,3,64,3,1,1
4996,4478,territorial polar bear,870,3,176,1,3,1
4997,4479,territorial mylodon,957,3,238,1,1,1
4998,4480,territorial yeti,767,3,54,5,1,1.3
4999,4481,territorial syricta,915,3,49,4,1,0.8
5000,4482,territorial elder syricta,1210,3,49,4,2,0.8
5001,4483,territorial diresaur,730,3,183,2,1,1.2
5002,4484,vuk'poii totem,1054,3,145,3,1,1
5003,4485,lan'poii Vundu,1101,2,1001,6,1,1.2
5004,4486,nat'poii Vundu,1101,2,1001,6,1,1.2
5005,4487,vuk'poii Vundu,1101,2,1001,6,1,1.2
5006,4488,lan'poii sanuwa,1058,3,234,2,2,0.5
5007,4897,Calofisteri,480,0,0,0,1,1
5010,4026,Bloodbearer Robairlain,1210,3,49,4,2,1.1
5011,4025,verification node,1111,3,278,1,5,1
5012,4024,clockwork carnifex,387,3,154,1,1,2.5
5013,4023,clockwork overlord,388,3,155,1,1,2.5
5014,4022,chimera brain,197,3,53,1,1,1.5
5015,4021,Muchalinda,733,3,43,2,1,3
5016,4020,mutated corpse flower,655,3,5,2,1,1.2
5017,4019,magitek vanguard L-1,214,3,56,1,2,1.5
5019,4016,magitek vanguard S-1,213,3,56,1,1,3
5020,4015,Goryshche,245,3,70,1,2,1.5
5021,4014,Stheno,16,2,1014,1,1,3
5022,4013,spinner-rick,380,3,152,1,1,1.8
5023,4243,Redway the Relinquished,480,0,0,0,1,1
5024,4243,Redway the Relinquished,480,0,0,0,1,1
5025,4243,Redway the Relinquished,480,0,0,0,1,1
5026,4243,Redway the Relinquished,480,0,0,0,1,1
5027,4010,gastornis nest,1291,4,9569,0,1,1
5028,4397,catmint crate,1292,4,9406,0,1,1
5029,114,ice sprite,382,3,153,1,2,1
5030,795,ornery karakul,291,3,86,1,8,1.5
5031,3410,rubble,1266,3,274,1,1,1
5032,3410,rubble,1267,3,274,1,2,1
5033,3410,rubble,1268,3,274,1,3,1
5034,4239,Ligeia,1305,3,69,1,2,1
5035,108,,480,0,0,0,1,1
5036,3789,Coeurlregina,480,0,0,0,1,1
5037,731,comet,629,3,106,1,1,1.2
5038,3790,coeurl of the royal clowder,65,3,17,1,1,1.5
5052,4282,thoughtless dragon,371,3,146,1,1,0.8
5053,4027,bull archaeosaur,942,3,233,1,1,0.7
5054,4028,amphiptere straggler,1106,3,267,1,1,0.85
5055,3738,mythrite shell,355,3,133,1,1,1
5056,4415,Rhei End,1190,3,239,1,2,1.2
5057,3949,Galar,480,0,0,0,1,1
5058,3444,Dravanian hornet,359,3,137,1,1,1
5059,3655,ul'sanuwa,480,0,0,0,1,1
5060,4414,Stihi,231,3,63,1,3,1.5
5061,4413,strutting gastornis,1038,3,44,1,4,1.5
5062,3743,divine gale,219,3,58,1,1,0.8
5063,3784,hybrot hornet,657,3,137,1,2,2.3
5064,303,sandskin peiste,361,3,139,1,1,1
5065,4411,anzu crone,604,3,60,3,1,0.7
5066,4007,lan'leii Gundu,1101,2,1001,6,1,1.2
5067,3750,3000-tonze missile,202,3,55,1,2,1.5
5068,4261,Bloodshower Atabb Chah,295,3,87,1,4,1
5069,3676,everwinter bear,870,3,176,1,3,1
5070,3677,wailing yeti,767,3,54,5,1,1.3
5071,3678,ice warrior,825,2,1009,9,1,1
5072,3681,coldwater tursus,777,3,46,3,2,1
5073,3683,aggressive archaeornis,944,3,233,3,1,0.5
5074,3660,Ravana,480,0,0,0,1,1
5075,3660,Ravana,480,0,0,0,1,1
5076,108,,480,0,0,0,1,1
5077,3987,Svarog,975,3,243,1,1,10
5078,4560,coral doblyn,480,0,0,0,1,1
5079,4561,Construct 8,1180,5,0,0,1,10
5080,4562,time bomb,1180,5,0,0,1,10
5081,274,myotragus nanny,1204,3,271,1,10,1.2
5082,3667,bishop autoturret,1101,2,1001,6,1,1.5
5083,3915,page 64,1101,2,1001,6,1,1.3
5084,4347,left foreleg,1188,3,234,2,3,1
5085,4567,ghrah luminary,1189,3,234,2,4,1
5086,4568,corruption,478,3,9995,1,2,1
5087,2901,sasquatch,735,3,183,3,1,1.5
5088,4179,barghest,976,3,244,1,1,0.7
5089,3831,precultured biomass,1096,3,265,1,1,0.5
5090,4200,unstoppable wyvern,1097,3,265,1,2,0.3
5091,284,yarzon feeder,1198,3,271,1,4,1
5092,4202,unstoppable dragonfly,1105,3,266,1,1,0.7
5093,4084,whispering wind sprite,476,3,9994,1,1,7
5094,4576,Progenitor,976,3,244,1,1,0.7
5095,4577,large bomb incubator,1087,3,244,1,4,0.7
5096,4189,Heustienne Truethrust,480,0,0,0,1,1
5097,3983,Darkscale,1277,3,63,1,8,2.5
5098,116,fire sprite,381,3,153,1,1,1
5099,113,earth sprite,386,3,153,2,1,1
5100,114,ice sprite,382,3,153,1,2,1
5101,3961,unpalatable sprite,383,3,153,1,3,1
5102,4409,white gelato,202,3,55,1,2,1.5
5103,4624,sawtooth,1275,3,70,3,1,1.5
5104,4624,sawtooth,1341,3,294,1,1,1.5
5105,4623,Irminsul,1340,3,293,1,1,1
5106,4625,Ark ked,1415,3,11,1,3,2.5
5107,4631,Echidna,1272,3,284,1,1,1
5108,4632,Echidna,1342,2,1026,1,1,2.4
5109,4633,Sinister,1312,3,65,3,1,2
5110,4635,bloodguard,1273,3,285,1,1,2
5111,4613,Cetus,1346,3,296,1,1,2
5112,4609,hybodus,1271,3,282,2,1,1.1
5113,4610,hybodus pup,1271,3,282,2,1,0.65
5114,4612,hydrocore,385,3,153,1,5,3
5115,4613,Cetus,480,0,0,0,1,1
5116,3494,gaelicat,42,3,7,1,4,1.75
5117,4607,Ark anzu,604,3,60,3,1,0.8
5118,4608,cloudlarker,955,3,236,1,1,1.4
5119,4609,hybodus,1271,3,282,2,1,1.1
5120,4611,hydrosprite,385,3,153,1,5,1.5
5121,108,,1346,3,296,1,1,2
5122,4551,corrupted wolf,606,3,41,1,4,1.5
5123,4552,corrupted slime,610,3,87,1,6,1
5124,4553,corrupted flan,608,3,55,1,13,2
5125,4554,corrupted sprite,612,3,153,1,6,2
5126,4568,corruption,1349,3,291,1,2,1
5127,4555,corrupted aether,1373,3,271,1,14,1
5128,4556,8th Order roundsman,5,2,1003,1,1,1.5
5129,4557,8th Order pickman,5,2,1003,1,1,1.5
5130,4558,8th Order alchemist,5,2,1003,1,1,1.5
