Id,Cat,Skel,Key
1664,monster,m7003,mon_sp/m7003/mon_sp004
1665,monster,m7003,mon_sp/m7003/mon_sp005
1666,monster,m7001,mon_sp/m7001/mon_sp001
1667,monster,m7001,mon_sp/m7001/mon_sp002
1668,monster,m7001,mon_sp/m7001/mon_sp003
1669,monster,m7001,mon_sp/m7001/mon_sp004
1670,monster,m7001,mon_sp/m7001/mon_sp005
1671,monster,m7001,mon_sp/m7001/mon_sp006
1672,monster,m7001,mon_sp/m7001/mon_sp007
1674,monster,m0018,mon_sp/m0018/mon_sp003
1675,monster,m0077,mon_sp/m0077/mon_sp001
1676,monster,m0077,mon_sp/m0077/mon_sp002
1677,monster,m0077,mon_sp/m0077/mon_sp003
1680,monster,m0062,mon_sp/m0062/mon_sp003
1681,monster,m0141,mon_sp/m0141/mon_sp005
1682,monster,m0141,mon_sp/m0141/mon_sp004
1683,monster,m0053,mon_sp/m0053/mon_sp001
1684,monster,m0053,mon_sp/m0053/mon_sp002
1685,monster,m0053,mon_sp/m0053/mon_sp003
1686,monster,m0053,mon_sp/m0053/mon_sp004
1687,monster,m0053,mon_sp/m0053/mon_sp005
1689,monster,m0053,mon_sp/m0053/mon_sp006
1690,monster,m0053,mon_sp/m0053/mon_sp007
1692,monster,m0034,mon_sp/m0034/mon_sp004
1693,monster,m0051,mon_sp/m0051/mon_sp003
1694,monster,m0051,mon_sp/m0051/mon_sp004
1695,monster,m0146,mon_sp/m0146/mon_sp003
1696,monster,m0060,mon_sp/m0060/mon_sp001
1697,monster,m0060,mon_sp/m0060/mon_sp002
1698,monster,m0060,mon_sp/m0060/mon_sp003
1701,monster,m0060,mon_sp/m0060/mon_sp004
1702,monster,m0156,mon_sp/m0156/mon_sp002
1703,monster,m0060,mon_sp/m0060/mon_sp005
1705,monster,m0156,mon_sp/m0156/mon_sp003
1706,monster,m0063,mon_sp/m0063/mon_sp012
1708,monster,m0063,mon_sp/m0063/mon_sp013
1709,monster,m0026,mon_sp/m0026/mon_sp006
1710,monster,m0026,mon_sp/m0026/mon_sp006_hit
1711,monster,m0167,mon_sp/m0167/mon_sp001
1713,monster,m0092,mon_sp/m0092/mon_sp001
1714,monster,m0092,mon_sp/m0092/mon_sp002
1715,monster,m0092,mon_sp/m0092/mon_sp003
1716,monster,m0063,mon_sp/m0063/mon_sp015
1717,monster,m0005,mon_sp/m0005/mon_sp005
1718,monster,m0005,mon_sp/m0005/mon_sp006
1719,monster,m0053,mon_sp/m0053/mon_sp008
1720,monster,m0005,mon_sp/m0005/mon_sp007
1721,monster,m0053,mon_sp/m0053/mon_sp008_hit
1722,monster,m0037,mon_sp/m0037/mon_sp004
1723,monster,m0037,mon_sp/m0037/mon_sp005
1724,monster,m0037,mon_sp/m0037/mon_sp006
1725,monster,m9994,mon_sp/m9994/mon_sp001
1726,monster,m0054,mon_sp/m0054/mon_sp007
1727,monster,m0054,mon_sp/m0054/mon_sp008
1728,monster,m0055,mon_sp/m0055/mon_sp002
1729,monster,m0055,mon_sp/m0055/mon_sp003
1730,monster,m0022,mon_sp/m0022/mon_sp003
1731,monster,m0022,mon_sp/m0022/mon_sp004
1732,monster,m0022,mon_sp/m0022/mon_sp005
1733,monster,m0022,mon_sp/m0022/mon_sp006
1734,monster,m0022,mon_sp/m0022/mon_sp007
1735,monster,m0065,mon_sp/m0065/mon_sp004
1740,monster,m0043,mon_sp/m0043/mon_sp004
1741,monster,m0043,mon_sp/m0043/mon_sp005
1742,monster,m0068,mon_sp/m0068/mon_sp007
1743,monster,m0065,mon_sp/m0065/mon_sp005
1744,monster,m0049,mon_sp/m0049/mon_sp009
1745,monster,m0049,mon_sp/m0049/mon_sp010
1746,monster,m0049,mon_sp/m0049/mon_sp011
1747,monster,m0057,mon_sp/m0057/mon_sp007
1748,monster,m0057,mon_sp/m0057/mon_sp008
1749,monster,m0057,mon_sp/m0057/mon_sp009
1754,monster,m0107,mon_sp/m0107/mon_sp002
1755,monster,m0107,mon_sp/m0107/mon_sp001
1758,monster,m0046,mon_sp/m0046/mon_sp004
1761,monster,m0049,mon_sp/m0049/mon_sp008
1774,monster,m0157,mon_sp/m0157/mon_sp002
1776,monster,m0065,mon_sp/m0065/mon_sp006
1777,monster,m0065,mon_sp/m0065/mon_sp007
1778,monster,m0065,mon_sp/m0065/mon_sp008
1779,monster,m0065,mon_sp/m0065/mon_sp009
1780,monster,m0065,mon_sp/m0065/mon_sp010
1781,monster,m0065,mon_sp/m0065/mon_sp011
1782,monster,m0065,mon_sp/m0065/mon_sp012
1783,monster,m0065,mon_sp/m0065/mon_sp013
1784,monster,m0087,mon_sp/m0087/mon_sp006
1785,monster,m0087,mon_sp/m0087/mon_sp007
1786,monster,m0060,mon_sp/m0060/mon_sp006
1787,monster,m0060,mon_sp/m0060/mon_sp007
1788,monster,m0060,mon_sp/m0060/mon_sp008
1789,monster,m0060,mon_sp/m0060/mon_sp009
1790,monster,m0060,mon_sp/m0060/mon_sp010
1791,monster,m0060,mon_sp/m0060/mon_sp011
1792,monster,m0060,mon_sp/m0060/mon_sp012
1793,monster,m0060,mon_sp/m0060/mon_sp013
1794,monster,m0060,mon_sp/m0060/mon_sp014
1795,monster,m0060,mon_sp/m0060/mon_sp015
1796,monster,m0060,mon_sp/m0060/mon_sp016
1797,monster,m0060,mon_sp/m0060/mon_sp017
1798,monster,m0060,mon_sp/m0060/mon_sp018
1799,monster,m0060,mon_sp/m0060/mon_sp019
1800,monster,m0060,mon_sp/m0060/mon_sp020
1801,monster,m0060,mon_sp/m0060/mon_sp021
1802,monster,m0060,mon_sp/m0060/mon_sp022
1803,monster,m0070,mon_sp/m0070/mon_sp008
1804,monster,m0070,mon_sp/m0070/mon_sp009
1805,monster,m0070,mon_sp/m0070/mon_sp010
1806,monster,m0151,mon_sp/m0151/mon_sp005
1807,monster,m0053,mon_sp/m0053/mon_sp009
1808,monster,m0053,mon_sp/m0053/mon_sp010
1809,monster,m0053,mon_sp/m0053/mon_sp011
1811,monster,m0048,mon_sp/m0048/mon_sp002
1812,monster,m0048,mon_sp/m0048/mon_sp003
1813,monster,m0073,mon_sp/m0073/mon_sp001
1814,monster,m0073,mon_sp/m0073/mon_sp002
1815,monster,m0073,mon_sp/m0073/mon_sp003
1816,monster,m0073,mon_sp/m0073/mon_sp004
1817,monster,m0073,mon_sp/m0073/mon_sp005
1818,monster,m0073,mon_sp/m0073/mon_sp006
1819,monster,m0073,mon_sp/m0073/mon_sp007
1820,monster,m0073,mon_sp/m0073/mon_sp008
1821,monster,m0073,mon_sp/m0073/mon_sp009
1822,monster,m0063,mon_sp/m0063/mon_sp016
1823,monster,m0063,mon_sp/m0063/mon_sp017
1824,monster,m0063,mon_sp/m0063/mon_sp018
1825,monster,m0063,mon_sp/m0063/mon_sp019
1826,monster,m0163,mon_sp/m0163/mon_sp001
1827,monster,m0163,mon_sp/m0163/mon_sp002
1828,monster,m0067,mon_sp/m0067/mon_sp001
1845,monster,m0156,mon_sp/m0156/mon_sp002_hit
1848,monster,m0043,mon_sp/m0043/mon_sp006_hit
1849,monster,m0062,mon_sp/m0062/mon_sp005
1850,monster,m0018,mon_sp/m0018/mon_sp004
1851,monster,m0018,mon_sp/m0018/mon_sp005
1852,monster,m0018,mon_sp/m0018/mon_sp004_hit
1853,monster,m0067,mon_sp/m0067/mon_sp001_hit
1854,monster,m0067,mon_sp/m0067/mon_sp002
1855,monster,m0067,mon_sp/m0067/mon_sp002_hit
1856,monster,m0157,mon_sp/m0157/mon_sp001_hit
1857,monster,m0062,mon_sp/m0062/mon_sp004_hit
1858,monster,m0063,mon_sp/m0063/mon_sp016_hit
1859,monster,m0163,mon_sp/m0163/mon_sp001_hit
1860,monster,m0063,mon_sp/m0063/mon_sp018_hit
1861,monster,m0063,mon_sp/m0063/mon_sp019_hit
1862,monster,m0073,mon_sp/m0073/mon_sp005_hit
1863,monster,m0073,mon_sp/m0073/mon_sp006_hit
1865,monster,m0048,mon_sp/m0048/mon_sp002_hit
1866,monster,m0048,mon_sp/m0048/mon_sp003_hit
1867,monster,m0053,mon_sp/m0053/mon_sp009_hit
1868,monster,m0053,mon_sp/m0053/mon_sp010_hit
1869,monster,m0053,mon_sp/m0053/mon_sp011_hit
1870,monster,m0070,mon_sp/m0070/mon_sp008_hit
1871,monster,m0070,mon_sp/m0070/mon_sp009_hit
1872,monster,m0070,mon_sp/m0070/mon_sp010_hit
1873,monster,m0060,mon_sp/m0060/mon_sp015_hit
1874,monster,m0060,mon_sp/m0060/mon_sp016_hit
1946,monster,m0024,mon_sp/m0024/mon_sp001_hit
1947,monster,m0024,mon_sp/m0024/mon_sp002_hit
1948,monster,m0011,mon_sp/m0011/mon_sp001_hit
1949,monster,m0011,mon_sp/m0011/mon_sp002_hit
1950,monster,m0007,mon_sp/m0007/mon_sp001_hit
1951,monster,m0007,mon_sp/m0007/mon_sp002_hit
1952,monster,m0007,mon_sp/m0007/mon_sp003_hit
1953,monster,m0008,mon_sp/m0008/mon_sp003_hit
1954,monster,m0026,mon_sp/m0026/mon_sp001_hit
1956,monster,m0009,mon_sp/m0009/mon_sp002_hit
1957,monster,m0009,mon_sp/m0009/mon_sp003_hit
1958,monster,m0017,mon_sp/m0017/mon_sp002_hit
1959,monster,m0017,mon_sp/m0017/mon_sp006_hit
1960,monster,m0029,mon_sp/m0029/mon_sp001_hit
1961,monster,m0018,mon_sp/m0018/mon_sp001_hit
1962,monster,m0005,mon_sp/m0005/mon_sp001_hit
1963,monster,m0005,mon_sp/m0005/mon_sp002_hit
1964,monster,m0005,mon_sp/m0005/mon_sp003_hit
1965,monster,m0005,mon_sp/m0005/mon_sp004_hit
1966,monster,m0013,mon_sp/m0013/mon_sp002_hit
1967,monster,m0013,mon_sp/m0013/mon_sp003_hit
1968,monster,m0025,mon_sp/m0025/mon_sp002_hit
1969,monster,m0025,mon_sp/m0025/mon_sp003_hit
1970,monster,m0010,mon_sp/m0010/mon_sp001_hit
1971,monster,m0010,mon_sp/m0010/mon_sp002_hit
1972,monster,m0010,mon_sp/m0010/mon_sp003_hit
1973,monster,m0019,mon_sp/m0019/mon_sp002_hit
1974,monster,m0019,mon_sp/m0019/mon_sp003_hit
1975,monster,m0020,mon_sp/m0020/mon_sp001_hit
1976,monster,m0003,mon_sp/m0003/mon_sp001_hit
1977,monster,m0003,mon_sp/m0003/mon_sp002_hit
1978,monster,m0003,mon_sp/m0003/mon_sp003_hit
1979,monster,m0028,mon_sp/m0028/mon_sp001_hit
1983,monster,m0032,mon_sp/m0032/mon_sp002_hit
1984,monster,m0032,mon_sp/m0032/mon_sp003_hit
1985,monster,m0064,mon_sp/m0064/mon_sp001_hit
1986,monster,m0023,mon_sp/m0023/mon_sp001_hit
1988,monster,m0027,mon_sp/m0027/mon_sp001_hit
1989,monster,m0027,mon_sp/m0027/mon_sp002_hit
1990,monster,m0027,mon_sp/m0027/mon_sp003_hit
1991,monster,m0027,mon_sp/m0027/mon_sp004_hit
1992,monster,m0027,mon_sp/m0027/mon_sp005_hit
1993,monster,m0021,mon_sp/m0021/mon_sp002_hit
1994,monster,m0021,mon_sp/m0021/mon_sp003_hit
1995,monster,m0021,mon_sp/m0021/mon_sp004_hit
1996,monster,m0021,mon_sp/m0021/mon_sp005_hit
1997,monster,m0039,mon_sp/m0039/mon_sp001_hit
1998,monster,m0039,mon_sp/m0039/mon_sp002_hit
1999,monster,m0039,mon_sp/m0039/mon_sp003_hit
2000,monster,m0079,mon_sp/m0079/mon_sp001_hit
2001,monster,m0079,mon_sp/m0079/mon_sp002_hit
2002,monster,m0079,mon_sp/m0079/mon_sp003_hit
2006,monster,m0034,mon_sp/m0034/mon_sp001_hit
2007,monster,m0034,mon_sp/m0034/mon_sp002_hit
2008,monster,m0034,mon_sp/m0034/mon_sp003_hit
2009,monster,m0036,mon_sp/m0036/mon_sp002_hit
2010,monster,m0036,mon_sp/m0036/mon_sp003_hit
2011,monster,m0036,mon_sp/m0036/mon_sp004_hit
2012,monster,m0040,mon_sp/m0040/mon_sp002_hit
2013,monster,m0040,mon_sp/m0040/mon_sp003_hit
2014,monster,m0040,mon_sp/m0040/mon_sp004_hit
2015,monster,m0040,mon_sp/m0040/mon_sp005_hit
2016,monster,m0043,mon_sp/m0043/mon_sp001_hit
2017,monster,m0043,mon_sp/m0043/mon_sp002_hit
2018,monster,m0043,mon_sp/m0043/mon_sp003_hit
2019,monster,m0045,mon_sp/m0045/mon_sp002_hit
2020,monster,m0046,mon_sp/m0046/mon_sp001_hit
2021,monster,m0046,mon_sp/m0046/mon_sp002_hit
2022,monster,m0051,mon_sp/m0051/mon_sp002_hit
2023,monster,m0056,mon_sp/m0056/mon_sp002_hit
2024,monster,m0056,mon_sp/m0056/mon_sp003_hit
2025,monster,m0068,mon_sp/m0068/mon_sp001_hit
2026,monster,m0068,mon_sp/m0068/mon_sp002_hit
2027,monster,m0068,mon_sp/m0068/mon_sp003_hit
2028,monster,m0068,mon_sp/m0068/mon_sp005_hit
2029,monster,m0076,mon_sp/m0076/mon_sp001_hit
2030,monster,m0076,mon_sp/m0076/mon_sp004_hit
2031,monster,m0076,mon_sp/m0076/mon_sp006_hit
2032,monster,m0082,mon_sp/m0082/mon_sp004_hit
2033,monster,m0035,mon_sp/m0035/mon_sp001_hit
2034,monster,m0035,mon_sp/m0035/mon_sp002_hit
2035,monster,m0035,mon_sp/m0035/mon_sp003_hit
2036,monster,m0035,mon_sp/m0035/mon_sp004_hit
2037,monster,m0035,mon_sp/m0035/mon_sp005_hit
2038,monster,m0085,mon_sp/m0085/mon_sp002_hit
2042,monster,m0038,mon_sp/m0038/mon_sp001_hit
2043,monster,m0038,mon_sp/m0038/mon_sp003_hit
2044,monster,m0038,mon_sp/m0038/mon_sp004_hit
2045,monster,m0044,mon_sp/m0044/mon_sp002_hit
2046,monster,m0044,mon_sp/m0044/mon_sp003_hit
2047,monster,m0054,mon_sp/m0054/mon_sp002_hit
2048,monster,m0054,mon_sp/m0054/mon_sp005_hit
2049,monster,m0054,mon_sp/m0054/mon_sp006_hit
2050,monster,m0061,mon_sp/m0061/mon_sp001_hit
2051,monster,m0061,mon_sp/m0061/mon_sp002_hit
2052,monster,m0062,mon_sp/m0062/mon_sp001_hit
2053,monster,m0062,mon_sp/m0062/mon_sp002_hit
2054,monster,m0086,mon_sp/m0086/mon_sp001_hit
2055,monster,m0086,mon_sp/m0086/mon_sp003_hit
2056,monster,m0096,mon_sp/m0096/mon_sp001_hit
2057,monster,m0096,mon_sp/m0096/mon_sp002_hit
2058,monster,m0096,mon_sp/m0096/mon_sp003_hit
2059,monster,m0096,mon_sp/m0096/mon_sp004_hit
2060,monster,m0096,mon_sp/m0096/mon_sp005_hit
2061,monster,m0096,mon_sp/m0096/mon_sp006_hit
2062,monster,m0096,mon_sp/m0096/mon_sp007_hit
2063,monster,m0096,mon_sp/m0096/mon_sp008_hit
2064,monster,m0095,mon_sp/m0095/mon_sp001_hit
2065,monster,m0095,mon_sp/m0095/mon_sp002_hit
2066,monster,m0095,mon_sp/m0095/mon_sp003_hit
2067,monster,m0095,mon_sp/m0095/mon_sp004_hit
2068,monster,m0095,mon_sp/m0095/mon_sp005_hit
2069,monster,m0095,mon_sp/m0095/mon_sp006_hit
2070,monster,m0095,mon_sp/m0095/mon_sp007_hit
2071,monster,m0058,mon_sp/m0058/mon_sp001_hit
2072,monster,m0058,mon_sp/m0058/mon_sp002_hit
2073,monster,m0058,mon_sp/m0058/mon_sp003_hit
2074,monster,m0058,mon_sp/m0058/mon_sp004_hit
2075,monster,m0058,mon_sp/m0058/mon_sp005_hit
2076,monster,m0058,mon_sp/m0058/mon_sp007_hit
2077,monster,m0033,mon_sp/m0033/mon_sp002_hit
2078,monster,m0033,mon_sp/m0033/mon_sp003_hit
2079,monster,m0037,mon_sp/m0037/mon_sp001_hit
2080,monster,m0037,mon_sp/m0037/mon_sp002_hit
2081,monster,m0037,mon_sp/m0037/mon_sp003_hit
2082,monster,m0049,mon_sp/m0049/mon_sp002_hit
2083,monster,m0049,mon_sp/m0049/mon_sp003_hit
2084,monster,m0049,mon_sp/m0049/mon_sp007_hit
2085,monster,m0057,mon_sp/m0057/mon_sp003_hit
2086,monster,m0057,mon_sp/m0057/mon_sp004_hit
2089,monster,m0098,mon_sp/m0098/mon_sp001_hit
2090,monster,m0098,mon_sp/m0098/mon_sp002_hit
2091,monster,m0098,mon_sp/m0098/mon_sp003_hit
2092,monster,m0098,mon_sp/m0098/mon_sp004_hit
2093,monster,m0098,mon_sp/m0098/mon_sp005_hit
2094,monster,m0098,mon_sp/m0098/mon_sp007_hit
2095,monster,m0098,mon_sp/m0098/mon_sp008_hit
2096,monster,m0098,mon_sp/m0098/mon_sp009_hit
2097,monster,m0114,mon_sp/m0114/mon_sp003_hit
2098,monster,m0063,mon_sp/m0063/mon_sp002_hit
2099,monster,m0063,mon_sp/m0063/mon_sp003_hit
2100,monster,m0063,mon_sp/m0063/mon_sp004_hit
2101,monster,m0063,mon_sp/m0063/mon_sp005_hit
2102,monster,m0063,mon_sp/m0063/mon_sp007_hit
2103,monster,m0063,mon_sp/m0063/mon_sp008_hit
2104,monster,m0063,mon_sp/m0063/mon_sp010_hit
2105,monster,m0063,mon_sp/m0063/mon_sp011_hit
2106,monster,m0146,mon_sp/m0146/mon_sp002_hit
2110,monster,m0007,mon_sp/m0007/mon_sp005_hit
2111,monster,m0003,mon_sp/m0003/mon_sp005_hit
2112,monster,m0030,mon_sp/m0030/mon_sp005_hit
2113,monster,m0030,mon_sp/m0030/mon_sp006_hit
2114,monster,m0039,mon_sp/m0039/mon_sp004_hit
2115,monster,m0019,mon_sp/m0019/mon_sp004_hit
2116,monster,m0150,mon_sp/m0150/mon_sp002_hit
2117,monster,m0135,mon_sp/m0135/mon_sp002_hit
2118,monster,m0133,mon_sp/m0133/mon_sp002_hit
2119,monster,m0134,mon_sp/m0134/mon_sp001_hit
2121,monster,m0141,mon_sp/m0141/mon_sp002_hit
2122,monster,m0142,mon_sp/m0142/mon_sp002_hit
2123,monster,m0151,mon_sp/m0151/mon_sp002_hit
2124,monster,m0151,mon_sp/m0151/mon_sp003_hit
2125,monster,m0138,mon_sp/m0138/mon_sp002_hit
2126,monster,m0143,mon_sp/m0143/mon_sp001_hit
2127,monster,m0143,mon_sp/m0143/mon_sp002_hit
2128,monster,m0143,mon_sp/m0143/mon_sp003_hit
2129,monster,m0143,mon_sp/m0143/mon_sp004_hit
2130,monster,m0147,mon_sp/m0147/mon_sp001_hit
2131,monster,m0147,mon_sp/m0147/mon_sp003_hit
2132,monster,m0148,mon_sp/m0148/mon_sp001_hit
2133,monster,m0148,mon_sp/m0148/mon_sp003_hit
2139,monster,m0063,mon_sp/m0063/mon_sp012_hit
2140,monster,m0063,mon_sp/m0063/mon_sp013_hit
2148,monster,m0070,mon_sp/m0070/mon_sp007_hit
2149,monster,m0070,mon_sp/m0070/mon_sp001_hit
2150,monster,m0070,mon_sp/m0070/mon_sp003_hit
2151,monster,m0070,mon_sp/m0070/mon_sp004_hit
2152,monster,m0070,mon_sp/m0070/mon_sp005_hit
2153,monster,m0070,mon_sp/m0070/mon_sp006_hit
2154,monster,m0070,mon_sp/m0070/mon_sp002_hit
2159,monster,m0042,mon_sp/m0042/mon_sp001_hit
2160,monster,m0042,mon_sp/m0042/mon_sp003_hit
2161,monster,m0042,mon_sp/m0042/mon_sp005_hit
2162,monster,m0042,mon_sp/m0042/mon_sp006_hit
2163,monster,m0034,mon_sp/m0034/mon_sp004_hit
2164,monster,m0053,mon_sp/m0053/mon_sp001_hit
2165,monster,m0053,mon_sp/m0053/mon_sp002_hit
2166,monster,m0053,mon_sp/m0053/mon_sp003_hit
2167,monster,m0053,mon_sp/m0053/mon_sp004_hit
2168,monster,m0053,mon_sp/m0053/mon_sp005_hit
2169,monster,m0053,mon_sp/m0053/mon_sp006_hit
2170,monster,m0029,mon_sp/m0029/mon_sp006_hit
2171,monster,m0029,mon_sp/m0029/mon_sp007_hit
2172,monster,m0029,mon_sp/m0029/mon_sp008_hit
2175,monster,m0156,mon_sp/m0156/mon_sp001_hit
2176,monster,m0046,mon_sp/m0046/mon_sp004_hit
2178,monster,m0049,mon_sp/m0049/mon_sp008_hit
2180,monster,m0063,mon_sp/m0063/mon_sp015_hit
2181,monster,m0037,mon_sp/m0037/mon_sp004_hit
2182,monster,m0054,mon_sp/m0054/mon_sp007_hit
2183,monster,m0054,mon_sp/m0054/mon_sp008_hit
2184,monster,m0055,mon_sp/m0055/mon_sp002_hit
2185,monster,m0022,mon_sp/m0022/mon_sp004_hit
2186,monster,m0043,mon_sp/m0043/mon_sp004_hit
2187,monster,m0057,mon_sp/m0057/mon_sp007_hit
2188,monster,m0144,mon_sp/m0144/mon_sp003_hit
2189,monster,m0099,mon_sp/m0099/mon_sp002_hit
2190,monster,m0099,mon_sp/m0099/mon_sp003_hit
2191,monster,m0099,mon_sp/m0099/mon_sp005_hit
2192,monster,m0099,mon_sp/m0099/mon_sp004_hit
2193,monster,m0099,mon_sp/m0099/mon_sp006_hit
2194,monster,m0099,mon_sp/m0099/mon_sp007_hit
2195,monster,m0099,mon_sp/m0099/mon_sp009_hit
2196,monster,m0099,mon_sp/m0099/mon_sp011_hit
2197,monster,m0099,mon_sp/m0099/mon_sp018_hit
2198,monster,m0099,mon_sp/m0099/mon_sp019_hit
2199,monster,m0051,mon_sp/m0051/mon_sp003_hit
2200,monster,m0051,mon_sp/m0051/mon_sp004_hit
2201,monster,m0060,mon_sp/m0060/mon_sp001_hit
2202,monster,m0060,mon_sp/m0060/mon_sp004_hit
2203,monster,m0060,mon_sp/m0060/mon_sp005_hit
2204,monster,m0146,mon_sp/m0146/mon_sp004_hit
2205,monster,m0031,mon_sp/m0031/mon_sp001_hit
2206,monster,m0031,mon_sp/m0031/mon_sp002_hit
2207,monster,m7003,mon_sp/m7003/mon_sp005_hit
2210,monster,m0062,mon_sp/m0062/mon_sp003_hit
2211,monster,m0005,mon_sp/m0005/mon_sp005_hit
2212,monster,m0005,mon_sp/m0005/mon_sp006_hit
2213,monster,m0005,mon_sp/m0005/mon_sp007_hit
2218,monster,m0065,mon_sp/m0065/mon_sp004_hit
2219,monster,m0065,mon_sp/m0065/mon_sp005_hit
2220,monster,m0065,mon_sp/m0065/mon_sp006_hit
2221,monster,m0065,mon_sp/m0065/mon_sp013_hit
2222,monster,m0087,mon_sp/m0087/mon_sp006_hit
2223,monster,m0087,mon_sp/m0087/mon_sp007_hit
2224,monster,m0060,mon_sp/m0060/mon_sp008_hit
2225,monster,m0060,mon_sp/m0060/mon_sp011_hit
2226,monster,m0060,mon_sp/m0060/mon_sp012_hit
2227,monster,m0060,mon_sp/m0060/mon_sp013_hit
2228,monster,m0060,mon_sp/m0060/mon_sp014_hit
2254,monster,m0105,mon_sp/m0105/mon_sp001
2255,monster,m0105,mon_sp/m0105/mon_sp002
2256,monster,m0105,mon_sp/m0105/mon_sp003
2257,monster,m0105,mon_sp/m0105/mon_sp004
2258,monster,m0105,mon_sp/m0105/mon_sp005
2259,monster,m0105,mon_sp/m0105/mon_sp006
2260,monster,m0105,mon_sp/m0105/mon_sp007
2261,monster,m0105,mon_sp/m0105/mon_sp008
2262,monster,m0105,mon_sp/m0105/mon_sp009
2263,monster,m0105,mon_sp/m0105/mon_sp010
2264,monster,m0105,mon_sp/m0105/mon_sp011
2265,monster,m0105,mon_sp/m0105/mon_sp001_hit
2266,monster,m0105,mon_sp/m0105/mon_sp002_hit
2267,monster,m0105,mon_sp/m0105/mon_sp003_hit
2268,monster,m0105,mon_sp/m0105/mon_sp005_hit
2269,monster,m0105,mon_sp/m0105/mon_sp008_hit
2270,monster,m0105,mon_sp/m0105/mon_sp009_hit
2271,monster,m0105,mon_sp/m0105/mon_sp011_hit
2272,monster,m0154,mon_sp/m0154/mon_sp001
2273,monster,m0155,mon_sp/m0155/mon_sp001
2274,monster,m0155,mon_sp/m0155/mon_sp002
2275,monster,m0152,mon_sp/m0152/mon_sp001
2276,monster,m0152,mon_sp/m0152/mon_sp002
2277,monster,m0154,mon_sp/m0154/mon_sp001_hit
2278,monster,m0155,mon_sp/m0155/mon_sp001_hit
2282,common,,normal/event_action_bakuha
2283,monster,m0093,mon_sp/m0093/mon_sp001
2284,monster,m0093,mon_sp/m0093/mon_sp002
2285,monster,m0093,mon_sp/m0093/mon_sp001_hit
2286,monster,m0093,mon_sp/m0093/mon_sp002_hit
2287,monster,m0136,mon_sp/m0136/mon_sp001
2288,monster,m0139,mon_sp/m0139/mon_sp001
2289,monster,m0139,mon_sp/m0139/mon_sp002
2290,monster,m0139,mon_sp/m0139/mon_sp003
2291,monster,m0160,mon_sp/m0160/mon_sp001
2292,monster,m0160,mon_sp/m0160/mon_sp002
2293,monster,m0160,mon_sp/m0160/mon_sp003
2294,monster,m0149,mon_sp/m0149/mon_sp001
2295,monster,m0149,mon_sp/m0149/mon_sp002
2296,monster,m9993,mon_sp/m9993/mon_sp001
2297,monster,m9993,mon_sp/m9993/mon_sp006
2298,monster,m9993,mon_sp/m9993/mon_sp003
2299,monster,m9993,mon_sp/m9993/mon_sp002
2300,monster,m0161,mon_sp/m0161/mon_sp001
2301,monster,m0161,mon_sp/m0161/mon_sp002
2302,monster,m0120,mon_sp/m0120/mon_sp001
2303,monster,m0120,mon_sp/m0120/mon_sp002
2304,monster,m0139,mon_sp/m0139/mon_sp001_hit
2305,monster,m0139,mon_sp/m0139/mon_sp003_hit
2306,monster,m0160,mon_sp/m0160/mon_sp001_hit
2307,monster,m0160,mon_sp/m0160/mon_sp002_hit
2308,monster,m0160,mon_sp/m0160/mon_sp003_hit
2309,monster,m0149,mon_sp/m0149/mon_sp001_hit
2310,monster,m0149,mon_sp/m0149/mon_sp002_hit
2311,monster,m0161,mon_sp/m0161/mon_sp001_hit
2312,monster,m0161,mon_sp/m0161/mon_sp002_hit
2313,monster,m0120,mon_sp/m0120/mon_sp001_hit
2314,monster,m0120,mon_sp/m0120/mon_sp002_hit
2325,monster,m0139,mon_sp/m0139/mon_sp005
2326,monster,m0139,mon_sp/m0139/mon_sp004
2330,monster,m0139,mon_sp/m0139/mon_sp005_hit
2332,monster,m0069,mon_sp/m0069/mon_sp001
2333,monster,m0156,mon_sp/m0156/mon_sp005
2334,monster,m0156,mon_sp/m0156/mon_sp005_hit
2335,monster,m0069,mon_sp/m0069/mon_sp002_hit
2336,monster,m7004,mon_sp/m7004/mon_sp004_hit
2337,monster,m7004,mon_sp/m7004/mon_sp005_hit
2338,monster,m7005,mon_sp/m7005/mon_sp002_hit
2339,monster,m7005,mon_sp/m7005/mon_sp004_hit
2340,monster,m7005,mon_sp/m7005/mon_sp005_hit
2341,monster,m7003,mon_sp/m7003/mon_sp003_hit
2343,monster,m0156,mon_sp/m0156/mon_sp004
2344,monster,m0156,mon_sp/m0156/mon_sp004_hit
2345,monster,m0164,mon_sp/m0164/mon_sp001
2346,monster,m0164,mon_sp/m0164/mon_sp001_hit
2353,monster,m0155,mon_sp/m0155/mon_sp003
2354,monster,m0155,mon_sp/m0155/mon_sp003_hit
2355,monster,m0043,mon_sp/m0043/mon_sp007
2356,monster,m0043,mon_sp/m0043/mon_sp007_hit
2357,monster,m0105,mon_sp/m0105/mon_sp012
2358,monster,m0105,mon_sp/m0105/mon_sp012_hit
2359,monster,m7003,mon_sp/m7003/mon_sp006
2360,monster,m7003,mon_sp/m7003/mon_sp007
2373,monster,m0139,mon_sp/m0139/mon_sp006
2374,monster,m0160,mon_sp/m0160/mon_sp004
2375,monster,m0161,mon_sp/m0161/mon_sp003
2376,monster,m0120,mon_sp/m0120/mon_sp003
2377,monster,m0139,mon_sp/m0139/mon_sp006_hit
